date,OLAELEC,WHIRLPOOL,SAGILITY,RAMCOCEM,TATACHEM,INDEX,AAPL
2024-11-13,-0.0449589446762687,-0.0083310114237949,-0.0252387448840383,-0.0286813186813187,-0.0290949783186458,-0.0305907050312858,0.0039691582859022745
2024-11-14,-0.0116983791402396,0.013149391700149,-0.0024492652204337,0.0208734019685485,0.0167122892954905,0.0078702606723914,0.013770505362935781
2024-11-18,-0.016970907016543,0.0150309215452453,0.0357769203788145,-0.0090873829445338,0.0003778753955883,-0.0064398820346932,0.013422249209323889
2024-11-19,0.00565791382562,0.003551815524166,-0.0094818828310193,0.0105127774981825,0.0087822843382594,0.0090994318096728,0.001140245112069671
2024-11-21,-0.0304385458742065,-0.054831069124173,-0.0338461538461537,0.0126169000055338,-0.0216709571729465,-0.0057820453837136,-0.0020960696120325695
2024-11-22,0.0287159648861776,0.016965751649048,-0.0084925690021232,0.0327886769768839,0.0237297866232897,0.009819170818941,0.005907536598783958
2024-11-25,0.0063638993346832,0.0136803942672634,0.0235546038543896,0.0261389491507486,0.0112627348350313,0.0211236792157187,0.01305088708833968
2024-11-26,0.0551882724920955,0.0149487272625667,0.0997210599721059,-0.0101067395451966,0.0123388326632467,0.0061379711689071,0.009404379438592514
2024-11-27,0.199945518932171,-0.0095253826671071,0.0935320228281548,0.0190133875084648,0.0108189537113121,0.0101924831156425,-0.0005530149411751006
2024-11-29,-0.0600064523066996,0.0053010738072583,0.0616575853168914,0.0409272745922657,0.0071567694886081,0.0078849233552455,0.010215807549385891
2024-12-02,0.0672691911680587,-0.0077879935100054,-0.01107509454349,0.0201517540402049,0.0162356644929164,0.0069793892117211,0.009522577464861515
2024-12-03,0.0562761282023795,0.0196773138558814,-0.0262223436219611,0.0046848587297754,0.0058417419012215,0.0093833554744648,0.012771833107112718
2024-12-04,-0.0018266693728435,0.0209547228310258,0.0075736325385695,0.0005287953081436,-0.0091957057374164,0.0075551853394417,0.0014836497506194313
2024-12-05,0.0016266775111832,-0.0091366040106811,0.0498329621380846,-0.0178734444818143,0.0095474932279409,0.0047868250700664,0.00012338080028384546
2024-12-06,-0.0264920828258221,0.0013738804195619,0.0458764253513654,-0.0088058314172496,-0.0151315210697633,0.0054058056872037,-0.0008229202409396619
2024-12-09,-0.0381607757272443,-0.0089707395583229,0.0499492900608518,0.0013819653521545,-0.0120142920946851,0.0036826986815938,0.01610118003224148
2024-12-10,0.0251490514905148,0.0273688133968743,0.0205264428881912,-0.0004928779141406,0.0157768636137607,0.0029435026866595,0.004133784664764217
2024-12-11,0.016389975679391,0.0038871180906476,0.0144344533838145,0.0064105725134375,0.0019136626613263,0.0028210464700335,-0.005166121810465163
2024-12-12,-0.022159800249688,0.0050595007615064,-0.0480522509913691,-0.0219021020138174,-0.0225203215919691,-0.0093148819223193,0.005963784413150819
2024-12-13,-0.0019150973507818,-0.0173365866187235,-0.025728987993139,0.0426810940787496,-0.0061346905389438,-0.0036306006993883,0.0006855505870995149
2024-12-16,0.031872934655154,-0.0021432305279665,0.0497987927565393,0.0066781973671568,-0.0080471857711124,0.0043939497638765,0.011727652405204347
2024-12-17,0.00650826446281,0.0217926554560217,0.037374221370388,-0.0119791915238869,-0.011154643927172,-0.0055576755342346,0.009719616841789014
2024-12-18,-0.010366416914708,-0.0025634452704434,0.0046189376443419,-0.0039126654429523,-0.014450193446138,-0.0067673315224988,-0.021421768297346322
2024-12-19,-0.0134826799419207,0.0036237471087123,0.0091954022988505,-0.0031036322195819,0.0022702549307098,-0.0033887827977877,0.007014698277349574
2024-12-20,-0.0152439024390244,-0.0064530997925789,0.0289293849658314,-0.0406187673298632,-0.0289745646736823,-0.0201332432492301,0.018815889575554134
2024-12-23,-0.0104622611294972,-0.0456712801876337,0.0316581802081026,0.0141466382719803,0.0052485785099869,-0.0042698934363459,0.0030649377249687415
2024-12-24,0.0139173589383969,0.0225511113511762,0.05,-0.0085995700214988,0.0322455885907662,0.0030848956470903,0.011478088022709665
2024-12-26,-0.0045754415833156,-0.0114098568485552,0.0484365419987737,-0.0150284936204549,-0.0093199700262268,-0.0002829262496145,0.003175629272296643
2024-12-27,-0.0386958845537145,0.0019770237777183,0.0499025341130605,-0.0110593415595718,-0.0106840637261855,0.0027027103515222,-0.013242143728976585
2024-12-30,-0.0540420326920939,-0.0473282849829351,-0.0139249907166728,-0.0109759254465441,-0.0139054809576145,-0.0043493722904623,-0.013263420600231446
2024-12-31,0.0077583166803809,0.0300596154384393,-0.0500847298060628,0.0109930377427629,0.0197712735026169,0.0064689323993729,-0.007057864335583752
2025-01-02,-0.0175133379726282,0.0163098878695209,0.0498747913188648,0.0204440763935613,-0.0066929892141757,0.0055363843473601,-0.026235896572911255
2025-01-03,-0.0236099634045566,0.0160481444332998,0.0498906777976544,-0.0001014404544531,-0.0034417567502059,-0.0019380329243473,-0.002009429038061228
2025-01-06,-0.0575504775722403,-0.0402870787865852,-0.0285876561908368,-0.03403672516993,-0.0356552193793171,-0.0287847638547713,0.006738933800222391
2025-01-07,0.0155227710070557,-0.0244363515053793,0.0498928084194112,0.0048836842934412,0.0211349306431274,0.0141415125145367,-0.011387714496238432
2025-01-08,0.0044214249621021,-0.0252764162772141,-0.0337850380545758,-0.0139005016722407,-0.0083975498913257,-0.0138200428751789,0.0020229084247811446
2025-01-10,-0.0300026434047051,0.0003821393926921,-0.0266144814090019,-0.019686513668218,-0.0365571266689659,-0.0243967463277374,-0.024103743996115368
2025-01-13,-0.0437389290094017,-0.0625881523272214,-0.0128669079211901,-0.0376534788540245,-0.0287905906417795,-0.0400097425356732,-0.010344084750700366
2025-01-14,0.038472499287546,0.0555451068898502,-0.0177189409368636,0.0026651545222569,0.0167438921651221,0.0162655709503152,-0.00477817804434344
2025-01-15,0.0050768386388584,0.0003266615192729,-0.02944225585735,-0.005598914149983,-0.0036768513723458,0.005245771871337,0.01967584949558754
2025-01-16,0.0212969283276451,-0.0031468012468457,0.0484939115573594,0.0099527953136553,0.0109153282395135,0.0120541041498827,-0.040400149273495556
2025-01-17,-0.0053468787595242,0.0028887102057832,-0.0077424612876935,-0.0044486991778353,0.0029821584657308,-0.0004429042548734,0.007535254651194867
2025-01-21,-0.0011790907899908,-0.0304935174831515,0.0194682855348544,-0.0147050506193088,-0.0116841671813877,-0.0212155759022411,-0.03191584279123816
2025-01-22,-0.0253147953830009,-0.0189837905236908,-0.0443531827515401,-0.0024682854026748,-0.00624967449612,-0.0159699346643127,0.005344953866827762
2025-01-23,-0.0110348539900417,0.0217342950652983,0.0092393639879673,0.0456324087927264,0.0224306902153976,0.0081345922069435,-0.0007593880372303019
2025-01-24,-0.02925568104504,0.0082413310527134,0.0215030870768575,-0.021792966815255,-0.0190168640114819,-0.0214703292402523,-0.0039346339600490055
2025-01-27,-0.0456966638631903,-0.0081122763726095,-0.0500208420175072,-0.0044444444444444,-0.0135332845647402,-0.0365836129911197,0.031780193427979775
2025-01-28,-0.0428907168037603,-0.0190316260845228,-0.0500219394471259,0.0252034358047017,-0.0022776630118122,-0.0182404338265341,0.03654404686966739
2025-01-29,0.012584407612032,-0.0008242193691551,0.0498845265588916,0.021056112887223,0.0222977277553619,0.0315987340684897,0.00461683128234025
2025-01-30,0.0122764474083056,-0.199974618484089,0.0497140343158819,-0.0008637443316779,0.0053489821354384,-0.0017549084597475,-0.0073948219485020505
2025-01-31,0.1199281329540349,-0.0959708121827411,0.0396060352053646,-0.0085368489301923,0.0187509685417635,0.0170089086645344,-0.006692095667732989
2025-02-03,-0.0148287948234026,0.0068172134639965,0.0353909465020576,-0.0224999999999999,-0.0190683455101301,-0.0174109786938005,-0.03385597230587034
2025-02-04,0.0242200328407224,-0.0267033432077866,-0.0023847376788552,0.0318840579710144,-0.0296339337594421,0.0113728779504582,0.021007850568216746
2025-02-05,-0.0033400133600534,-0.0178268620374798,0.0003984063745019,-0.0085922009253138,0.0166031573217202,0.0156691967368716,-0.0014175009202245237
2025-02-06,-0.0369973190348524,-0.0230200540085881,0.0499800876144962,-0.0108333333333333,0.0025702811244978,-0.0003570452795509,0.0032262139998637807
2025-02-07,-0.0260300668151448,0.0043953056323349,-0.0020860989948795,0.0051109238977815,-0.0050739731880574,-0.0039071599171358,-0.02396882780573384
